FFMC,DMC,DC,ISI,temperature,humidity,wind,rain
62.9,179.94,275.3,0.67,19.65,76.65,3.23,2.7
57.7,1.98,87.3,1.41,33.67,32.54,6.76,4.75
93.4,70.72,757.0,1.81,35.72,89.68,8.72,5.16
77.7,25.35,779.5,1.72,32.49,61.34,8.27,5.63
92.9,117.99,32.3,1.87,36.38,35.18,8.98,5.6
62.6,190.0,270.9,0.88,12.61,81.55,4.23,3.56
21.6,53.15,363.4,1.37,23.11,30.5,6.59,1.58
34.9,95.91,331.8,1.14,25.77,66.4,5.5,1.59
76.3,116.53,250.0,1.28,25.77,93.56,6.16,3.0
80.2,134.95,191.7,1.32,30.16,68.29,6.33,3.09
20.8,168.7,517.4,1.94,12.28,94.36,9.32,4.05
95.5,79.51,220.9,0.54,10.63,61.81,2.61,3.94
64.4,184.98,589.4,0.18,20.27,73.07,0.86,0.29
24.4,155.4,777.4,1.0,27.46,76.38,4.79,0.48
87.2,284.18,399.6,1.28,31.85,44.87,6.14,1.31
89.1,70.46,341.7,0.76,25.59,59.32,3.63,3.6
29.8,112.04,323.0,0.32,30.42,60.57,1.54,0.12
91.4,270.86,157.2,0.42,11.84,77.41,2.04,1.53
76.6,93.33,313.9,0.25,29.07,79.93,1.18,3.23
54.2,1.32,397.9,1.81,34.02,74.5,8.72,5.43
25.6,270.3,377.7,0.15,35.11,36.88,0.74,5.59
43.0,92.53,52.8,1.14,20.03,70.47,5.49,4.72
33.4,43.29,42.9,0.51,11.18,89.77,2.45,5.44
84.2,81.66,118.4,1.1,23.04,69.79,5.28,6.29
60.5,248.67,488.3,0.44,39.27,80.92,2.1,3.29
93.9,200.15,761.4,1.83,35.41,32.09,8.79,4.5
41.6,127.23,799.9,1.83,10.58,71.33,8.81,1.63
24.3,195.09,819.6,1.22,39.09,80.66,5.88,1.51
19.7,67.06,710.4,0.53,32.58,99.28,2.56,4.03
42.1,56.8,630.5,0.2,21.64,64.37,0.95,0.87
23.0,230.55,141.3,0.45,19.12,60.17,2.18,4.98
31.7,278.96,468.2,0.32,31.01,50.13,1.53,3.74
52.7,95.41,200.6,0.82,29.17,93.61,3.93,2.73
95.8,196.68,567.5,1.3,14.13,72.14,6.24,4.31
37.9,75.51,684.5,0.78,38.6,57.14,3.73,5.39
20.8,134.8,820.6,1.87,36.42,98.41,8.97,0.66
95.1,187.06,611.4,1.51,34.71,57.83,7.26,2.08
72.0,59.73,155.8,0.5,13.68,42.43,2.41,1.6
88.7,84.41,323.1,0.58,26.64,54.4,2.79,2.88
93.1,106.67,154.7,1.83,22.86,84.2,8.79,0.01
30.7,76.67,351.4,0.38,33.92,54.42,1.82,0.06
27.6,151.44,587.4,0.59,18.95,48.01,2.84,2.73
32.0,193.6,316.9,0.78,27.52,52.36,3.75,2.09
78.1,143.4,154.3,1.7,39.49,39.07,8.19,2.83
85.1,198.27,447.9,1.27,16.05,68.65,6.12,5.15
57.3,191.85,124.6,1.75,11.56,39.63,8.39,1.15
48.5,198.36,755.1,0.46,36.2,30.74,2.23,3.35
75.0,15.81,346.7,1.89,12.92,83.87,9.07,2.14
85.5,183.64,152.4,1.43,21.97,41.61,6.86,0.98
86.4,161.4,611.0,0.68,20.67,40.42,3.25,1.58
33.1,74.86,157.7,0.53,33.61,96.97,2.53,1.1
84.5,90.16,273.0,0.8,16.18,69.72,3.86,4.47
94.6,276.59,581.0,1.4,22.9,59.4,6.74,0.31
23.5,234.66,217.6,0.33,20.93,52.96,1.6,1.27
45.8,83.52,655.1,0.86,17.71,63.23,4.14,2.07
22.6,279.54,446.1,0.59,22.08,53.4,2.86,3.82
36.9,242.07,578.7,0.41,20.98,95.61,1.98,3.61
38.4,240.12,523.4,1.66,17.28,44.84,7.99,0.91
52.1,43.69,509.3,1.27,39.82,43.97,6.1,2.45
46.1,197.22,407.3,1.54,27.79,87.13,7.4,1.61
60.3,25.32,172.5,1.93,20.53,86.13,9.29,4.36
67.1,258.22,686.6,1.59,33.52,33.95,7.66,4.52
65.9,139.58,667.8,0.94,30.74,46.21,4.51,0.35
82.9,189.37,289.0,1.04,38.4,76.65,4.98,4.28
58.1,251.05,825.7,0.51,22.82,61.16,2.46,4.48
59.8,236.02,767.3,1.0,17.17,87.52,4.79,1.23
39.2,131.83,741.7,0.12,10.9,70.2,0.6,3.35
77.8,80.17,303.7,1.52,13.79,72.93,7.32,2.35
34.3,155.33,471.0,1.19,11.57,77.49,5.74,4.71
49.0,193.23,296.1,0.58,24.39,32.9,2.78,5.69
50.0,283.32,256.3,0.94,12.44,75.59,4.54,2.61
46.2,127.84,244.4,1.67,15.26,63.66,8.04,1.18
90.7,4.25,424.6,0.64,17.48,92.53,3.08,4.23
90.4,282.12,450.9,0.72,17.53,36.09,3.46,2.09
62.9,47.71,456.9,1.6,11.17,85.3,7.67,2.43
62.2,174.66,237.3,0.61,12.22,94.2,2.93,2.0
34.1,102.45,122.7,0.94,35.62,81.7,4.52,4.14
64.6,161.09,492.4,0.84,16.64,51.59,4.04,2.52
88.6,59.03,455.1,0.14,35.44,56.95,0.69,4.09
48.0,198.12,263.2,0.28,23.78,98.08,1.34,5.01
49.9,147.56,653.4,1.34,27.29,90.61,6.46,6.04
60.2,80.55,333.1,1.22,38.95,82.72,5.88,5.62
43.2,176.03,240.0,1.13,21.66,96.8,5.42,6.39
71.4,35.94,491.9,0.81,30.89,81.42,3.88,1.93
90.4,6.33,737.8,1.22,38.06,80.66,5.85,0.45
93.4,229.08,411.1,0.29,23.34,53.77,1.38,2.74
20.1,59.32,496.2,1.24,37.1,97.99,5.96,1.63
96.2,53.93,425.7,1.8,13.49,41.83,8.63,5.18
80.0,215.72,24.3,0.92,20.55,39.39,4.43,1.61
27.1,24.17,167.2,0.86,19.04,78.26,4.15,2.27
59.9,133.81,531.0,1.58,12.21,81.69,7.62,3.52
96.2,43.88,559.3,0.72,18.09,85.85,3.45,5.88
51.5,287.32,823.2,0.2,19.03,89.74,0.97,3.13
43.4,164.96,330.2,0.16,24.15,72.82,0.77,1.95
53.4,20.21,337.5,1.11,31.06,42.38,5.35,4.19
61.3,133.14,531.3,0.72,15.05,62.88,3.48,1.06
73.0,104.03,51.6,1.05,29.89,46.83,5.03,2.39
78.0,25.44,287.5,1.92,26.15,58.94,9.23,5.69
70.7,141.1,355.7,0.54,37.54,30.78,2.6,4.82
36.1,26.91,787.5,0.21,33.27,98.64,1.0,0.13
83.1,239.46,182.9,0.54,31.21,95.37,2.59,3.11
19.3,163.13,633.3,1.89,19.14,70.44,9.08,2.11
51.3,254.81,438.2,0.94,29.57,59.49,4.51,5.0
47.3,6.19,110.0,1.26,19.91,97.73,6.08,3.1
34.9,27.09,211.2,0.54,11.25,38.59,2.59,3.4
40.0,15.85,794.7,0.27,29.63,92.39,1.29,2.53
85.9,206.4,293.3,1.65,31.0,78.02,7.93,5.59
67.5,247.23,440.7,1.29,28.29,67.58,6.18,3.0
70.9,279.91,256.1,1.3,17.86,93.19,6.26,6.25
26.3,187.44,471.4,1.32,30.94,91.74,6.33,2.04
88.1,26.55,165.1,1.04,28.34,51.32,4.99,1.38
43.2,166.19,237.9,1.28,20.21,96.9,6.16,3.79
67.6,122.59,466.6,0.35,32.03,93.76,1.68,0.37
66.3,61.99,427.1,0.31,27.08,91.56,1.47,0.56
51.2,229.31,352.5,0.37,22.12,51.76,1.76,4.63
40.6,27.24,300.6,0.9,13.1,70.08,4.32,4.06
60.9,255.67,303.8,0.23,39.9,38.18,1.1,1.51
26.4,239.33,129.0,1.4,21.17,84.35,6.72,1.6
40.8,258.41,224.9,1.69,28.26,90.55,8.14,6.13
20.8,14.72,779.5,1.61,29.36,57.1,7.76,1.11
77.2,83.32,385.9,1.11,36.21,86.45,5.34,4.22
55.1,177.37,120.6,0.2,12.3,83.88,0.95,2.87
55.4,227.03,367.5,1.26,31.58,58.45,6.08,2.97
94.0,35.58,400.9,1.79,27.21,88.01,8.62,0.76
43.7,177.47,722.8,0.11,33.15,61.95,0.55,2.78
24.7,97.29,448.4,1.45,30.52,89.22,6.98,1.43
30.8,26.67,412.8,1.09,34.08,68.68,5.23,3.82
78.6,75.09,25.0,0.34,14.14,75.74,1.62,1.16
83.0,196.05,692.3,0.52,30.21,86.21,2.5,1.22
45.8,133.37,524.3,0.59,39.92,66.46,2.84,4.36
92.2,157.29,614.6,1.2,14.81,59.61,5.79,5.22
69.1,7.55,756.9,0.54,33.08,59.78,2.6,0.21
40.6,221.4,343.4,0.19,11.91,47.33,0.92,0.01
57.4,94.81,370.9,1.28,11.45,68.46,6.15,3.02
35.2,114.37,203.3,0.71,18.27,34.16,3.43,2.45
26.2,170.87,593.1,1.92,39.5,80.97,9.25,5.83
59.5,257.54,277.4,1.74,18.91,89.61,8.35,0.53
61.8,151.43,225.1,1.38,12.0,90.38,6.62,2.65
73.7,11.06,492.5,1.32,29.68,44.85,6.35,5.43
64.3,52.69,631.0,1.53,21.17,49.21,7.34,4.69
39.9,60.6,497.9,0.91,32.14,34.84,4.39,3.0
74.1,219.6,721.4,0.75,33.05,82.88,3.6,4.25
55.1,6.73,518.9,1.83,33.62,72.19,8.79,4.41
92.7,257.21,419.1,0.82,18.21,31.6,3.95,0.48
20.8,186.5,650.6,0.58,36.3,79.93,2.81,5.15
65.3,152.07,333.0,0.66,22.55,97.87,3.18,4.43
22.3,151.74,273.8,1.25,11.7,43.3,6.0,4.91
79.7,242.55,447.1,1.68,18.81,35.74,8.09,1.33
61.0,198.47,326.7,0.62,16.48,89.83,2.98,3.41
56.9,102.68,644.2,1.19,28.87,49.33,5.71,6.13
23.9,215.32,32.1,0.4,32.87,87.06,1.94,1.45
33.0,45.18,406.8,0.1,23.18,73.57,0.49,3.07
57.0,201.0,91.9,1.54,18.79,52.09,7.39,0.59
57.8,194.66,262.1,1.2,29.05,77.28,5.75,0.61
74.7,53.22,54.4,0.53,22.26,87.63,2.57,5.52
35.7,133.14,52.0,1.14,14.73,36.35,5.46,4.51
43.8,35.16,306.4,1.46,19.99,89.38,7.02,1.93
20.1,120.18,77.1,1.59,32.2,36.59,7.64,2.91
84.3,213.14,808.8,1.8,33.59,97.5,8.64,5.69
69.3,42.81,270.2,1.21,12.42,62.94,5.84,0.78
76.5,47.87,353.7,1.54,21.15,42.81,7.38,5.98
78.3,66.96,432.5,1.57,19.5,94.27,7.54,1.97
55.5,163.34,375.7,0.8,22.04,62.87,3.84,0.37
51.3,73.42,552.5,0.56,24.89,32.19,2.7,2.3
54.9,117.07,466.6,0.64,38.47,91.32,3.08,3.19
89.6,230.09,100.3,1.06,24.93,66.78,5.08,0.83
82.1,130.43,712.5,1.67,16.56,85.99,8.03,4.01
64.7,171.03,397.5,1.29,39.3,79.08,6.21,3.06
52.4,251.13,40.6,1.93,37.42,48.65,9.26,4.63
88.9,148.79,188.8,1.25,17.34,53.29,6.0,6.21
66.1,134.89,245.2,1.81,38.76,38.78,8.72,2.56
48.6,37.84,194.0,1.24,36.18,31.55,5.94,2.8
46.1,84.26,93.0,1.53,28.94,54.15,7.35,2.43
32.4,132.85,99.5,0.32,20.07,57.65,1.54,3.18
35.5,40.7,602.9,1.06,24.68,31.31,5.09,1.76
69.2,258.0,769.2,1.28,12.89,76.93,6.13,4.13
44.2,132.38,275.7,1.86,12.59,67.77,8.96,5.4
79.1,81.78,844.6,1.69,18.38,44.88,8.14,0.0
73.4,110.2,532.2,1.22,31.99,30.73,5.87,5.16
87.6,157.08,151.7,1.07,13.22,66.45,5.13,2.06
21.0,160.75,847.6,0.16,14.1,92.42,0.79,3.42
72.1,93.14,771.4,1.19,29.2,55.55,5.7,2.78
61.5,239.95,551.2,1.77,21.73,40.68,8.5,3.58
24.6,251.96,536.7,1.91,12.18,65.34,9.18,0.33
40.6,30.21,412.0,1.09,33.78,83.04,5.25,2.43
31.1,262.54,636.3,1.77,32.18,86.65,8.52,4.24
59.6,112.49,191.9,1.61,17.8,81.09,7.73,1.22
83.4,170.66,545.8,0.38,38.4,77.46,1.81,1.45
39.7,101.71,534.8,1.45,37.32,84.76,6.97,4.94
47.7,189.38,846.5,1.14,21.55,97.43,5.5,5.0
50.3,197.54,88.5,0.48,17.55,53.67,2.29,3.04
72.9,40.08,539.8,0.82,32.09,56.69,3.92,0.05
29.1,119.89,157.2,1.57,26.08,77.89,7.56,5.78
86.5,57.75,446.3,1.29,23.67,58.8,6.22,3.66
28.5,178.39,275.2,0.89,27.82,63.15,4.27,4.14
66.7,268.08,716.0,1.87,32.16,95.43,9.01,5.06
91.8,174.2,823.3,1.02,15.33,98.94,4.89,1.67
31.2,159.12,248.0,0.97,27.08,88.51,4.66,1.6
29.4,226.9,329.6,1.27,23.76,60.02,6.09,0.83
34.3,28.01,197.6,1.81,36.49,59.87,8.68,5.16
59.0,40.2,80.2,1.15,35.56,51.25,5.54,1.04
40.1,80.04,89.4,0.69,26.66,61.86,3.3,3.55
93.8,136.74,488.1,1.13,27.36,32.78,5.43,1.35
44.5,23.36,522.2,1.03,35.85,36.25,4.97,0.63
86.2,134.58,49.1,1.54,24.67,63.11,7.41,1.72
88.5,12.5,169.1,0.92,39.14,37.64,4.4,5.4
62.5,205.61,380.6,1.05,35.49,65.4,5.05,0.13
42.9,172.22,14.3,1.95,25.44,68.48,9.36,5.27
56.4,26.74,619.2,0.7,12.64,91.28,3.35,5.63
63.9,268.34,83.2,1.04,35.23,56.82,5.0,4.02
65.6,132.29,130.2,0.62,18.19,43.13,3.0,0.86
62.3,156.53,368.9,1.25,32.1,44.77,6.03,0.71
82.6,130.62,640.8,0.98,12.34,80.3,4.72,3.13
33.5,226.1,504.4,0.55,37.2,39.96,2.64,2.36
33.2,174.15,767.1,0.54,28.0,32.75,2.61,4.16
63.3,28.42,610.2,0.6,38.37,51.32,2.9,5.16
57.3,76.96,23.6,0.76,10.06,95.33,3.63,5.97
39.7,79.3,702.0,0.3,16.18,62.47,1.42,0.53
44.7,227.57,277.4,1.7,23.22,58.88,8.18,0.24
86.6,46.55,395.5,1.65,14.13,35.11,7.91,1.88
71.7,212.47,35.4,1.88,16.85,47.54,9.03,2.87
41.7,257.06,239.0,0.1,12.01,32.48,0.49,0.27
90.1,162.15,786.3,1.06,32.68,67.38,5.08,3.75
95.6,115.98,508.8,0.69,14.41,51.97,3.33,1.09
45.6,65.39,479.6,0.92,13.73,90.17,4.43,4.66
82.3,208.03,475.8,1.21,29.96,79.66,5.83,4.78
93.8,239.72,28.3,0.34,16.35,40.7,1.65,1.41
30.0,43.54,202.0,0.73,20.15,66.46,3.51,0.17
28.3,132.14,413.2,0.64,10.86,85.38,3.08,4.62
56.6,42.17,464.0,1.7,15.32,93.24,8.19,4.66
61.3,224.96,383.8,1.59,31.27,39.11,7.64,3.24
49.1,184.62,730.9,0.1,10.35,77.62,0.48,5.52
69.3,123.64,22.0,0.14,19.57,72.73,0.67,0.07
38.6,104.54,422.9,0.91,28.6,98.67,4.38,4.57
29.1,274.34,749.7,0.74,29.37,77.77,3.57,6.24
85.2,86.56,583.9,0.65,26.03,60.25,3.14,6.35
93.2,13.16,844.7,1.36,28.72,45.75,6.55,0.27
76.1,251.15,315.4,1.24,12.52,81.95,5.98,2.3
47.2,229.77,594.3,1.94,26.8,96.2,9.32,0.21
44.0,113.23,565.5,1.35,20.1,46.98,6.5,5.0
37.3,280.01,192.8,0.81,33.48,34.5,3.9,3.17
59.6,242.52,361.0,0.96,39.92,38.04,4.62,0.89
74.0,283.11,117.4,0.79,28.4,62.16,3.81,3.02
54.8,161.44,747.3,1.81,17.95,91.56,8.69,6.1
39.1,103.37,520.2,1.32,12.84,83.73,6.37,5.72
31.0,33.86,297.8,1.7,27.75,62.38,8.17,2.9
84.3,270.27,402.6,0.24,34.06,64.51,1.13,1.46
50.7,160.9,730.7,0.39,27.83,84.57,1.88,4.8
20.9,120.15,595.1,0.99,21.51,43.65,4.78,0.17
70.4,199.97,432.9,0.57,24.98,74.9,2.76,2.75
63.1,272.61,517.9,1.34,10.91,90.38,6.46,3.55
92.3,185.85,316.1,0.72,11.06,44.51,3.44,3.22
79.2,198.22,455.3,1.41,10.17,59.86,6.79,5.63
45.6,123.16,527.7,1.73,38.4,70.97,8.33,3.93
35.2,132.15,326.3,1.88,39.38,86.66,9.02,3.33
49.8,228.39,563.6,0.4,16.0,74.47,1.91,3.9
73.6,61.97,429.5,1.76,28.85,79.13,8.48,3.84
54.0,65.84,312.1,1.22,35.32,41.42,5.86,4.94
23.4,3.37,720.0,1.03,22.94,80.91,4.96,1.3
33.1,160.15,729.2,1.94,30.96,30.5,9.33,0.72
24.1,175.44,272.2,0.85,39.48,58.26,4.11,2.3
95.2,126.66,483.3,1.15,28.88,77.91,5.55,1.38
88.7,193.82,183.9,1.11,26.52,80.12,5.36,3.31
38.9,3.66,71.4,0.38,17.48,30.33,1.82,1.93
91.6,234.33,278.2,1.72,38.28,45.36,8.26,4.17
27.8,146.65,416.1,1.22,39.71,87.63,5.85,2.53
68.9,29.24,555.0,1.61,12.76,48.31,7.76,6.36
21.8,228.28,753.5,0.69,10.28,88.45,3.32,4.61
55.5,12.11,471.5,0.56,33.14,43.15,2.69,4.06
41.7,183.21,294.2,0.53,20.93,50.25,2.54,0.05
57.4,26.18,794.0,1.56,16.76,79.44,7.51,2.3
25.2,265.69,57.1,0.3,25.94,47.25,1.44,4.98
89.7,105.86,576.8,0.11,19.03,99.92,0.54,1.12
80.8,251.16,395.6,1.31,18.08,95.64,6.3,2.32
73.3,246.7,583.1,0.64,10.06,64.27,3.06,3.93
34.5,49.2,834.1,1.19,21.45,85.76,5.73,6.02
66.4,205.36,688.2,0.91,37.48,70.69,4.39,0.16
55.3,145.88,8.8,0.78,32.98,95.35,3.74,2.2
68.8,258.78,688.0,1.4,39.2,74.6,6.71,5.64
46.4,99.09,768.0,0.61,36.96,50.46,2.93,3.2
20.7,45.16,667.0,0.45,10.84,33.92,2.15,4.02
30.7,28.12,201.1,0.11,32.52,55.19,0.55,1.73
51.5,230.43,159.7,0.1,25.41,91.4,0.47,2.44
83.5,185.43,660.7,1.66,37.38,82.28,7.97,4.82
82.6,123.97,684.8,1.07,12.3,61.76,5.16,4.72
45.3,51.89,38.6,0.25,31.82,68.16,1.21,3.55
91.7,152.05,622.8,1.84,20.64,73.96,8.84,2.38
31.8,272.77,566.8,0.66,17.16,89.46,3.16,1.66
57.6,51.09,636.6,0.48,17.68,42.67,2.32,4.79
85.0,133.91,612.0,0.69,17.62,78.77,3.33,3.21
58.5,75.16,26.2,1.55,26.45,75.13,7.47,2.91
60.4,148.34,601.6,1.6,25.06,75.04,7.71,1.69
95.1,47.8,266.2,0.46,36.08,58.66,2.2,3.56
26.1,261.91,268.0,0.91,27.27,48.66,4.39,5.58
77.5,105.98,504.4,1.4,24.23,39.01,6.71,4.84
39.0,133.94,848.0,0.76,31.96,47.72,3.67,2.43
68.4,130.89,476.0,0.2,32.78,45.43,0.97,2.23
43.8,104.05,9.1,1.17,28.41,87.13,5.64,5.81
94.0,196.61,37.1,1.94,39.88,64.1,9.35,3.09
85.3,40.71,537.2,1.6,24.91,52.54,7.68,1.61
72.4,68.47,768.0,1.48,16.89,67.77,7.12,5.79
21.6,209.46,680.4,1.31,12.08,99.41,6.29,5.53
73.4,123.47,713.7,0.19,38.77,55.09,0.93,5.1
94.6,139.56,758.1,0.42,19.51,40.91,2.0,5.04
55.8,53.82,214.0,1.1,24.04,83.83,5.31,0.9
74.8,231.51,271.3,0.43,29.75,34.87,2.07,2.41
21.8,5.32,15.1,1.49,10.38,81.84,7.15,0.87
47.0,28.62,30.3,1.67,31.11,53.83,8.03,2.8
53.5,200.75,76.9,1.37,27.2,59.32,6.57,2.97
73.3,99.64,54.4,0.22,23.24,63.12,1.05,5.89
87.2,212.05,844.5,0.44,21.07,48.45,2.13,4.62
21.2,37.48,21.1,1.18,20.8,86.13,5.66,4.51
50.4,192.88,293.1,0.93,15.18,62.74,4.47,5.61
19.1,16.03,185.3,1.36,18.3,95.53,6.54,6.27
55.7,186.16,243.3,1.19,29.48,75.19,5.7,6.16
56.2,130.8,571.7,1.5,26.47,78.76,7.21,3.69
39.7,42.17,593.5,1.55,26.83,38.82,7.43,5.33
50.7,86.46,12.5,1.87,37.01,31.31,9.0,4.77
36.2,98.06,298.3,0.97,32.97,55.97,4.66,5.37
71.4,164.64,403.0,0.3,10.72,90.49,1.44,3.58
93.9,179.91,84.3,0.3,14.72,99.89,1.44,2.02
23.2,147.69,811.4,1.3,20.25,72.25,6.26,2.0
34.8,251.54,747.1,0.6,34.4,86.08,2.9,5.27
73.2,111.86,560.3,0.99,31.36,78.56,4.78,1.19
87.9,218.04,376.0,1.67,25.22,81.28,8.05,0.94
53.7,245.26,480.4,0.29,15.08,79.79,1.39,2.69
58.6,110.62,699.9,0.93,15.3,55.66,4.49,4.94
25.5,17.33,632.9,1.52,22.72,52.73,7.32,0.87
59.2,52.58,162.2,0.58,16.67,31.93,2.78,4.77
49.2,143.09,610.8,0.53,10.54,99.97,2.53,2.13
60.1,240.67,774.2,0.18,21.9,46.84,0.85,0.98
50.4,236.23,44.9,0.13,28.74,31.3,0.64,5.44
85.2,243.36,529.8,1.88,29.58,93.66,9.02,5.81
35.4,170.45,649.7,0.45,32.17,66.15,2.15,0.03
38.7,143.99,286.7,0.12,20.09,41.54,0.58,5.18
91.2,210.11,225.5,1.54,30.1,81.71,7.41,3.98
31.3,220.34,132.7,1.21,11.75,58.34,5.82,6.35
59.4,70.22,330.5,0.48,38.12,51.26,2.3,0.51
95.1,150.86,474.4,1.38,10.63,83.81,6.63,5.13
56.1,39.57,430.0,0.38,27.55,93.53,1.85,0.34
78.5,288.7,616.7,1.58,16.64,39.14,7.62,4.67
85.1,128.52,809.5,0.84,21.74,95.33,4.03,4.71
48.4,184.93,292.7,0.3,16.33,97.34,1.46,1.62
56.9,239.49,318.1,0.78,24.44,53.19,3.76,3.56
40.5,240.79,202.2,0.16,14.96,96.41,0.75,4.36
34.1,146.78,696.9,0.51,25.49,79.73,2.46,3.57
54.4,141.99,466.1,1.4,29.0,77.05,6.74,2.65
73.0,269.91,624.0,0.38,29.64,35.7,1.82,4.62
33.2,61.89,625.7,1.05,14.9,88.33,5.03,1.11
55.2,82.93,641.0,0.1,21.17,68.44,0.48,0.11
30.6,268.12,831.2,0.19,23.92,30.02,0.9,1.78
35.7,110.41,91.2,1.14,26.2,35.92,5.46,2.3
40.8,52.65,600.1,1.57,23.48,52.16,7.54,6.4
30.7,37.54,165.5,1.87,21.12,58.87,9.01,5.32
36.8,22.59,285.0,1.31,20.34,62.07,6.28,3.25
94.4,237.02,309.2,0.62,14.35,95.38,2.97,1.06
56.3,30.7,721.0,1.55,19.9,92.85,7.44,5.27
21.8,192.89,771.4,0.79,23.51,43.2,3.78,2.48
37.4,250.57,818.2,0.14,27.54,47.78,0.66,4.21
85.8,193.96,607.3,0.16,15.26,33.61,0.79,1.35
55.0,206.1,214.3,1.82,34.75,83.78,8.74,2.44
80.8,175.83,164.3,1.63,18.29,54.01,7.85,3.87
37.9,279.89,300.6,0.63,25.41,70.82,3.01,2.22
66.0,175.09,81.4,0.6,27.81,84.21,2.87,2.69
93.5,133.67,467.5,1.33,37.54,40.63,6.41,4.72
79.0,208.65,489.6,0.26,21.32,50.11,1.24,1.11
28.1,83.93,534.9,1.71,36.75,70.89,8.2,4.2
46.8,130.76,633.7,1.16,11.82,78.15,5.57,2.53
62.2,13.66,410.2,1.14,36.53,74.1,5.48,2.16
95.7,98.48,279.0,0.24,18.09,32.55,1.15,1.11
77.0,40.53,246.3,1.72,18.57,30.06,8.28,1.17
83.8,99.88,135.2,1.58,10.2,73.32,7.58,5.23
87.0,133.4,372.9,0.62,19.72,99.89,2.98,1.13
72.3,133.11,34.6,1.64,23.96,51.03,7.89,2.2
25.9,86.41,264.8,1.06,39.71,43.52,5.1,2.2
42.7,33.29,310.9,1.37,20.6,55.74,6.58,5.32
87.6,44.96,384.0,0.38,18.27,62.56,1.81,1.44
64.8,134.96,252.6,0.83,10.07,89.01,4.01,4.91
43.4,242.73,704.5,1.28,19.69,44.88,6.16,4.27
59.4,119.79,734.2,0.9,33.16,56.05,4.35,1.74
58.0,138.98,105.7,0.24,11.43,53.47,1.16,5.1
25.9,196.14,741.5,0.72,38.29,48.69,3.47,6.36
55.3,263.92,205.3,1.31,31.82,45.38,6.29,3.91
40.2,160.97,336.0,1.23,13.2,76.67,5.91,3.11
34.4,76.28,309.5,0.45,13.78,31.09,2.17,0.72
48.4,128.14,840.5,1.0,24.66,45.21,4.79,2.03
28.4,253.82,634.0,0.81,32.57,46.92,3.91,3.42
44.1,12.04,621.4,0.65,24.66,66.27,3.14,5.58
91.7,43.98,47.2,0.67,29.72,37.07,3.21,0.53
25.6,92.48,550.4,0.79,21.68,80.89,3.78,1.4
63.5,289.38,387.7,0.83,29.09,99.7,3.99,0.24
60.4,92.97,692.7,1.65,33.76,85.14,7.92,4.35
57.3,110.43,84.0,0.76,38.04,37.92,3.66,3.35
62.2,260.41,175.1,1.09,11.67,99.6,5.23,3.46
84.2,34.34,164.3,1.04,30.15,54.34,5.0,1.06
48.0,288.93,659.7,0.9,35.73,68.06,4.35,2.22
85.3,68.4,815.4,1.24,32.41,85.85,5.94,0.57
66.9,267.92,224.8,1.31,34.76,73.27,6.3,1.35
95.2,132.97,229.4,0.91,12.55,51.2,4.38,5.31
75.8,144.63,468.7,0.19,25.78,93.22,0.92,5.25
29.2,70.71,120.5,1.55,22.08,32.61,7.47,2.97
89.8,123.52,79.7,0.28,10.02,64.09,1.35,0.4
57.8,214.68,438.6,1.75,17.47,34.27,8.39,1.56
67.4,236.86,181.3,1.16,33.11,66.46,5.59,2.92
53.7,245.7,292.3,1.55,11.72,95.14,7.44,0.65
61.3,15.74,440.2,0.29,32.1,35.68,1.39,2.28
84.4,174.41,60.5,0.21,35.13,35.51,1.01,1.3
46.5,277.05,181.3,0.59,21.91,94.23,2.86,3.86
54.5,260.41,206.8,0.45,28.89,82.28,2.18,1.4
42.5,93.8,299.6,0.85,28.5,91.67,4.08,4.09
85.0,210.89,618.2,1.91,27.82,32.06,9.18,2.84
53.1,144.61,839.8,0.41,33.79,63.81,1.98,5.54
49.7,1.36,117.1,1.44,13.1,93.03,6.9,2.48
43.2,237.41,323.7,1.18,16.93,92.0,5.65,3.1
76.5,72.78,612.7,0.58,20.45,72.27,2.77,4.35
40.7,238.02,37.6,0.98,11.27,47.4,4.71,5.55
20.3,215.52,776.1,1.46,39.46,57.87,7.01,0.67
59.0,167.05,638.3,0.22,12.87,40.95,1.04,2.32
45.9,123.36,341.4,1.58,32.28,94.56,7.62,4.78
56.3,139.82,803.6,0.53,19.21,92.25,2.55,5.53
93.7,156.29,160.6,0.27,15.85,62.18,1.31,6.06
31.6,55.55,748.1,1.28,28.81,63.14,6.16,1.45
43.1,42.95,462.2,1.33,34.71,65.0,6.38,3.0
74.8,33.75,151.3,0.16,30.45,61.39,0.75,3.64
45.7,225.85,500.5,1.31,13.21,63.06,6.28,0.18
73.5,16.6,683.5,0.78,21.24,95.91,3.73,0.27
61.2,282.52,830.7,1.61,18.32,30.63,7.76,6.13
21.5,61.19,45.4,0.23,24.56,39.83,1.12,1.53
20.8,46.93,13.3,1.26,16.34,41.34,6.04,0.0
47.8,236.19,504.1,1.5,33.1,88.59,7.22,0.6
21.2,184.79,612.0,1.48,28.54,65.53,7.12,5.12
28.9,288.41,492.4,0.69,32.7,90.97,3.32,5.98
50.9,113.57,229.7,0.53,30.71,45.52,2.55,5.26
62.8,250.02,392.3,1.04,16.5,83.33,5.0,6.15
95.1,101.92,40.4,0.38,14.89,52.45,1.83,0.11
42.1,197.13,343.0,1.08,32.73,36.68,5.19,3.62
